title,studio,domestic_gross,foreign_gross,year,total_gross,title_clean,movie_id,primary_title,original_title,start_year,runtime_minutes,genres,movie_id,averagerating,numvotes
Rabbit Hole,LGF,2200000.0,2900000.0,2010,5100000.0,rabbit hole,tt0935075,Rabbit Hole,Rabbit Hole,2010,91.0,Drama,tt0935075,7.0,45357.0
The Runaways,App.,3600000.0,1100000.0,2010,4700000.0,the runaways,tt1017451,The Runaways,The Runaways,2010,106.0,"Biography,Drama,Music",tt1017451,6.6,43792.0
Four Lions,Drft.,305000.0,4400000.0,2010,4705000.0,four lions,tt1341167,Four Lions,Four Lions,2010,97.0,"Comedy,Crime,Drama",tt1341167,7.3,66209.0
Please Give,SPC,4000000.0,280000.0,2010,4280000.0,please give,tt0878835,Please Give,Please Give,2010,87.0,"Comedy,Drama",tt0878835,6.6,10652.0
Monsters,Magn.,237000.0,4000000.0,2010,4237000.0,monsters,tt1470827,Monsters,Monsters,2010,94.0,"Drama,Sci-Fi,Thriller",tt1470827,6.4,84332.0
Rare Exports: A Christmas Tale,Osci.,236000.0,3800000.0,2010,4036000.0,rare exports: a christmas tale,tt1401143,Rare Exports: A Christmas Tale,Rare Exports,2010,84.0,"Adventure,Fantasy,Horror",tt1401143,6.7,23923.0
The Killer Inside Me,IFC,217000.0,3800000.0,2010,4017000.0,the killer inside me,tt0954947,The Killer Inside Me,The Killer Inside Me,2010,109.0,"Crime,Drama,Horror",tt0954947,6.1,31727.0
Catfish,Rog.,3200000.0,242000.0,2010,3442000.0,catfish,tt1584016,Catfish,Catfish,2010,87.0,"Documentary,Drama,Mystery",tt1584016,7.1,38656.0
Wild Target,Free,109000.0,3300000.0,2010,3409000.0,wild target,tt1235189,Wild Target,Wild Target,2010,98.0,"Action,Comedy,Crime",tt1235189,6.8,33915.0
Kites,Relbig.,1600000.0,1300000.0,2010,2900000.0,kites,tt1198101,Kites,Kites,2010,123.0,"Action,Drama,Romance",tt1198101,6.1,11353.0
Letters to God,Viv.,2800000.0,60300.0,2010,2860300.0,letters to god,tt1462054,Letters to God,Letters to God,2010,110.0,"Drama,Family",tt1462054,6.3,4443.0
Twelve,Hann.,184000.0,2400000.0,2010,2584000.0,twelve,tt1407084,Twelve,Twelve,2010,93.0,"Action,Crime,Drama",tt1407084,5.7,11533.0
Tees Maar Khan,UTV,1100000.0,1400000.0,2010,2500000.0,tees maar khan,tt1572311,Tees Maar Khan,Tees Maar Khan,2010,135.0,"Comedy,Crime",tt1572311,2.6,10122.0
Housefull,Eros,1200000.0,1200000.0,2010,2400000.0,housefull,tt1573072,Housefull,Housefull,2010,144.0,Comedy,tt1573072,5.5,11089.0
Golmaal 3,Eros,1100000.0,935000.0,2010,2035000.0,golmaal 3,tt1562859,Golmaal 3,Golmaal 3,2010,155.0,"Action,Comedy",tt1562859,5.4,6616.0
Flipped,WB,1800000.0,,2010,,flipped,tt0817177,Flipped,Flipped,2010,90.0,"Comedy,Drama,Romance",tt0817177,7.7,74937.0
Guzaarish,UTV,1000000.0,695000.0,2010,1695000.0,guzaarish,tt1438298,Guzaarish,Guzaarish,2010,126.0,Drama,tt1438298,7.5,15402.0
Anjaana Anjaani,Eros,855000.0,761000.0,2010,1616000.0,anjaana anjaani,tt1499201,Anjaana Anjaani,Anjaana Anjaani,2010,151.0,"Comedy,Drama,Musical",tt1499201,5.8,5533.0
Restrepo,NGE,1300000.0,105000.0,2010,1405000.0,restrepo,tt1559549,Restrepo,Restrepo,2010,93.0,"Documentary,War",tt1559549,7.5,20691.0
Raavan,Relbig.,709000.0,648000.0,2010,1357000.0,raavan,tt1334470,Raavan,Raavan,2010,130.0,"Action,Adventure,Crime",tt1334470,5.4,3847.0
It's a Wonderful Afterlife,UTV,,1300000.0,2010,,it's a wonderful afterlife,tt1319716,It's a Wonderful Afterlife,It's a Wonderful Afterlife,2010,100.0,"Comedy,Drama,Fantasy",tt1319716,5.4,1361.0
Howl,Osci.,617000.0,566000.0,2010,1183000.0,howl,tt1049402,Howl,Howl,2010,84.0,"Biography,Drama,Romance",tt1049402,6.8,12096.0
Casino Jack,ATO,1000000.0,40700.0,2010,1040700.0,casino jack,tt1194417,Casino Jack,Casino Jack,2010,108.0,"Biography,Comedy,Crime",tt1194417,6.2,16191.0
Khatta Meetha,Eros,542000.0,499000.0,2010,1041000.0,khatta meetha,tt1455811,Khatta Meetha,Khatta Meetha,2010,157.0,"Comedy,Crime,Drama",tt1455811,5.8,8448.0
We Are Family,UTV,638000.0,393000.0,2010,1031000.0,we are family,tt1428459,We Are Family,We Are Family,2010,115.0,"Drama,Family",tt1428459,5.6,2614.0
Break Ke Baad,Relbig.,428000.0,389000.0,2010,817000.0,break ke baad,tt1578261,Break Ke Baad,Break Ke Baad,2010,118.0,"Comedy,Drama,Romance",tt1578261,5.2,3651.0
No Problem,Eros,285000.0,369000.0,2010,654000.0,no problem,tt1431122,No Problem,No Problem,2010,139.0,"Action,Comedy,Crime",tt1431122,4.2,1880.0
All Good Things,Magn.,582000.0,62500.0,2010,644500.0,all good things,tt1175709,All Good Things,All Good Things,2010,101.0,"Crime,Drama,Mystery",tt1175709,6.3,49684.0
Jack Goes Boating,Over.,542000.0,77600.0,2010,619600.0,jack goes boating,tt1278379,Jack Goes Boating,Jack Goes Boating,2010,91.0,"Drama,Romance",tt1278379,6.4,7644.0
Holy Rollers,FInd.,303000.0,305000.0,2010,608000.0,holy rollers,tt1143896,Holy Rollers,Holy Rollers,2010,89.0,"Biography,Crime,Drama",tt1143896,5.9,4664.0
I Spit on Your Grave,Anch.,93100.0,480000.0,2010,573100.0,i spit on your grave,tt1242432,I Spit on Your Grave,I Spit on Your Grave,2010,108.0,"Horror,Thriller",tt1242432,6.3,68592.0
I'm Still Here,Magn.,409000.0,160000.0,2010,569000.0,i'm still here,tt1356864,I'm Still Here,I'm Still Here,2010,108.0,"Comedy,Drama,Music",tt1356864,6.2,18606.0
I'm Still Here,Magn.,409000.0,160000.0,2010,569000.0,i'm still here,tt1701997,I'm Still Here,I'm Still Here,2010,60.0,,tt1701997,7.1,14.0
The Extra Man,Magn.,453000.0,4500.0,2010,457500.0,the extra man,tt1361313,The Extra Man,The Extra Man,2010,108.0,Comedy,tt1361313,5.9,4580.0
Tiny Furniture,IFC,392000.0,,2010,,tiny furniture,tt1570989,Tiny Furniture,Tiny Furniture,2010,98.0,"Comedy,Drama,Romance",tt1570989,6.2,13397.0
The Tempest,Mira.,278000.0,68700.0,2010,346700.0,the tempest,tt1274300,The Tempest,The Tempest,2010,110.0,"Comedy,Drama,Fantasy",tt1274300,5.4,7073.0
The Tempest,Mira.,278000.0,68700.0,2010,346700.0,the tempest,tt1683003,The Tempest,The Tempest,2010,131.0,Drama,tt1683003,7.8,94.0
Red Hill,Strand,21100.0,300000.0,2010,321100.0,red hill,tt1530983,Red Hill,Red Hill,2010,95.0,"Thriller,Western",tt1530983,6.4,7874.0
Welcome to the Rileys,Gold.,159000.0,158000.0,2010,317000.0,welcome to the rileys,tt1183923,Welcome to the Rileys,Welcome to the Rileys,2010,110.0,Drama,tt1183923,7.0,22210.0
Karthik Calling Karthik,Eros,286000.0,7100.0,2010,293100.0,karthik calling karthik,tt1373156,Karthik Calling Karthik,Karthik Calling Karthik,2010,135.0,"Drama,Mystery,Thriller",tt1373156,7.0,9257.0
Eyes Wide Open,NAV,26300.0,250000.0,2010,276300.0,eyes wide open,tt1692325,Eyes Wide Open,Eyes Wide Open,2010,110.0,"Documentary,History",tt1692325,8.7,17.0
Waste Land,Arth.,188000.0,88700.0,2010,276700.0,waste land,tt1268204,Waste Land,Waste Land,2010,99.0,Documentary,tt1268204,7.9,8007.0
Chance Pe Dance,UTV,169000.0,24300.0,2010,193300.0,chance pe dance,tt1392744,Chance Pe Dance,Chance Pe Dance,2010,122.0,"Comedy,Drama,Musical",tt1392744,4.7,2501.0
Client 9: The Rise and Fall of Eliot Spitzer,Magn.,189000.0,3500.0,2010,192500.0,client 9: the rise and fall of eliot spitzer,tt1638362,Client 9: The Rise and Fall of Eliot Spitzer,Client 9: The Rise and Fall of Eliot Spitzer,2010,117.0,Documentary,tt1638362,7.4,2097.0
Casino Jack and the United States of Money,Magn.,177000.0,,2010,,casino jack and the united states of money,tt1540814,Casino Jack and the United States of Money,Casino Jack and the United States of Money,2010,118.0,Documentary,tt1540814,7.1,1522.0
The Romantics,FOAK,107000.0,17300.0,2010,124300.0,the romantics,tt1403988,The Romantics,The Romantics,2010,95.0,"Comedy,Drama,Romance",tt1403988,5.1,11069.0
Celine: Through the Eyes of the World,Sony,,119000.0,2010,,celine: through the eyes of the world,tt1570982,Celine: Through the Eyes of the World,Celine: Through the Eyes of the World,2010,120.0,"Documentary,Music",tt1570982,7.9,349.0
Freakonomics,Magn.,101000.0,16400.0,2010,117400.0,freakonomics,tt1152822,Freakonomics,Freakonomics,2010,93.0,Documentary,tt1152822,6.4,6466.0
Band Baaja Baaraat,Yash,43800.0,60700.0,2010,104500.0,band baaja baaraat,tt1610452,Band Baaja Baaraat,Band Baaja Baaraat,2010,139.0,"Comedy,Drama,Romance",tt1610452,7.2,13832.0
White Lion,Scre.,,99600.0,2010,,white lion,tt1618421,White Lion,White Lion,2010,88.0,"Drama,Family",tt1618421,6.7,828.0
As Good as Dead,First,2000.0,53600.0,2010,55600.0,as good as dead,tt1294136,As Good as Dead,As Good as Dead,2010,100.0,"Crime,Thriller",tt1294136,5.2,1441.0
Inhale,IFC,4100.0,51000.0,2010,55100.0,inhale,tt1196340,Inhale,Inhale,2010,83.0,"Drama,Thriller",tt1196340,6.6,6006.0
GasLand,WOW,30800.0,18600.0,2010,49400.0,gasland,tt1558250,GasLand,GasLand,2010,107.0,Documentary,tt1558250,7.7,9940.0
The Taqwacores,Strand,11400.0,,2010,,the taqwacores,tt1308165,The Taqwacores,The Taqwacores,2010,83.0,"Drama,Music",tt1308165,6.1,506.0
Cherry,Abr.,11400.0,,2010,,cherry,tt1315350,Cherry,Cherry,2010,99.0,"Comedy,Drama",tt1315350,6.8,4158.0
Transformers: Dark of the Moon,P/DW,352400000.0,771400000.0,2011,1123800000.0,transformers: dark of the moon,tt1399103,Transformers: Dark of the Moon,Transformers: Dark of the Moon,2011,154.0,"Action,Adventure,Sci-Fi",tt1399103,6.2,366409.0
Pirates of the Caribbean: On Stranger Tides,BV,241100000.0,804600000.0,2011,1045700000.0,pirates of the caribbean: on stranger tides,tt1298650,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: On Stranger Tides,2011,136.0,"Action,Adventure,Fantasy",tt1298650,6.6,447624.0
Mission: Impossible - Ghost Protocol,Par.,209400000.0,485300000.0,2011,694700000.0,mission: impossible - ghost protocol,tt1229238,Mission: Impossible - Ghost Protocol,Mission: Impossible - Ghost Protocol,2011,132.0,"Action,Adventure,Thriller",tt1229238,7.4,428142.0
Kung Fu Panda 2,P/DW,165200000.0,500400000.0,2011,665600000.0,kung fu panda 2,tt1302011,Kung Fu Panda 2,Kung Fu Panda 2,2011,90.0,"Action,Adventure,Animation",tt1302011,7.2,228465.0
Fast Five,Uni.,209800000.0,416300000.0,2011,626100000.0,fast five,tt1596343,Fast Five,Fast Five,2011,130.0,"Action,Crime,Thriller",tt1596343,7.3,329892.0
The Hangover Part II,WB,254500000.0,332300000.0,2011,586800000.0,the hangover part ii,tt1411697,The Hangover Part II,The Hangover Part II,2011,102.0,"Comedy,Mystery",tt1411697,6.5,432800.0
The Smurfs,Sony,142600000.0,421100000.0,2011,563700000.0,the smurfs,tt0472181,The Smurfs,The Smurfs,2011,103.0,"Adventure,Animation,Comedy",tt0472181,5.5,77577.0
Cars 2,BV,191500000.0,370700000.0,2011,562200000.0,cars 2,tt1216475,Cars 2,Cars 2,2011,106.0,"Adventure,Animation,Comedy",tt1216475,6.2,138914.0
Puss in Boots,P/DW,149300000.0,405700000.0,2011,555000000.0,puss in boots,tt0448694,Puss in Boots,Puss in Boots,2011,90.0,"Action,Adventure,Animation",tt0448694,6.6,133355.0
Sherlock Holmes: A Game of Shadows,WB,186800000.0,358600000.0,2011,545400000.0,sherlock holmes: a game of shadows,tt1515091,Sherlock Holmes: A Game of Shadows,Sherlock Holmes: A Game of Shadows,2011,129.0,"Action,Adventure,Crime",tt1515091,7.5,394189.0
Rio,Fox,143600000.0,341000000.0,2011,484600000.0,rio,tt1436562,Rio,Rio,2011,96.0,"Adventure,Animation,Comedy",tt1436562,6.9,191621.0
Rise of the Planet of the Apes,Fox,176800000.0,305000000.0,2011,481800000.0,rise of the planet of the apes,tt1318514,Rise of the Planet of the Apes,Rise of the Planet of the Apes,2011,105.0,"Action,Drama,Sci-Fi",tt1318514,7.6,473020.0
Thor,Par.,181000000.0,268300000.0,2011,449300000.0,thor,tt0800369,Thor,Thor,2011,115.0,"Action,Adventure,Fantasy",tt0800369,7.0,683264.0
The Adventures of Tintin,Par.,77600000.0,296400000.0,2011,374000000.0,the adventures of tintin,tt0983193,The Adventures of Tintin,The Adventures of Tintin,2011,107.0,"Action,Adventure,Animation",tt0983193,7.3,202430.0
Captain America: The First Avenger,Par.,176700000.0,193900000.0,2011,370600000.0,captain america: the first avenger,tt0458339,Captain America: The First Avenger,Captain America: The First Avenger,2011,124.0,"Action,Adventure,Sci-Fi",tt0458339,6.9,668137.0
X-Men: First Class,Fox,146400000.0,207200000.0,2011,353600000.0,x-men: first class,tt1270798,X-Men: First Class,X: First Class,2011,131.0,"Action,Adventure,Sci-Fi",tt1270798,7.7,608930.0
Alvin and the Chipmunks: Chipwrecked,Fox,133100000.0,209600000.0,2011,342700000.0,alvin and the chipmunks: chipwrecked,tt1615918,Alvin and the Chipmunks: Chipwrecked,Alvin and the Chipmunks: Chipwrecked,2011,87.0,"Adventure,Animation,Comedy",tt1615918,4.4,28158.0
Real Steel,BV,85500000.0,213800000.0,2011,299300000.0,real steel,tt0433035,Real Steel,Real Steel,2011,127.0,"Action,Drama,Family",tt0433035,7.1,283534.0
Bridesmaids,Uni.,169100000.0,119300000.0,2011,288400000.0,bridesmaids,tt1478338,Bridesmaids,Bridesmaids,2011,125.0,"Comedy,Romance",tt1478338,6.8,249501.0
Super 8,Par.,127000000.0,133100000.0,2011,260100000.0,super 8,tt1650062,Super 8,Super 8,2011,112.0,"Mystery,Sci-Fi,Thriller",tt1650062,7.0,320575.0
Rango,Par.,123500000.0,122200000.0,2011,245700000.0,rango,tt1192628,Rango,Rango,2011,107.0,"Adventure,Animation,Comedy",tt1192628,7.2,215761.0
The Green Hornet,Sony,98800000.0,129000000.0,2011,227800000.0,the green hornet,tt0990407,The Green Hornet,The Green Hornet,2011,119.0,"Action,Comedy,Crime",tt0990407,5.8,148622.0
Immortals,Rela.,83500000.0,143400000.0,2011,226900000.0,immortals,tt1253864,Immortals,Immortals,2011,110.0,"Action,Drama,Fantasy",tt1253864,6.0,152992.0
Green Lantern,WB,116600000.0,103300000.0,2011,219900000.0,green lantern,tt1133985,Green Lantern,Green Lantern,2011,114.0,"Action,Adventure,Sci-Fi",tt1133985,5.5,252281.0
The Help,BV,169700000.0,46900000.0,2011,216600000.0,the help,tt1454029,The Help,The Help,2011,146.0,Drama,tt1454029,8.1,392699.0
Bad Teacher,Sony,100300000.0,115900000.0,2011,216200000.0,bad teacher,tt1284575,Bad Teacher,Bad Teacher,2011,92.0,"Comedy,Romance",tt1284575,5.7,181189.0
Just Go With It,Sony,103000000.0,111900000.0,2011,214900000.0,just go with it,tt1564367,Just Go with It,Just Go with It,2011,117.0,"Comedy,Romance",tt1564367,6.4,200932.0
Horrible Bosses,WB (NL),117500000.0,92100000.0,2011,209600000.0,horrible bosses,tt1499658,Horrible Bosses,Horrible Bosses,2011,98.0,"Comedy,Crime",tt1499658,6.9,398695.0
Paranormal Activity 3,Par.,104000000.0,103000000.0,2011,207000000.0,paranormal activity 3,tt1778304,Paranormal Activity 3,Paranormal Activity 3,2011,83.0,"Horror,Mystery,Thriller",tt1778304,5.8,85689.0
Mr. Popper's Penguins,Fox,68200000.0,119100000.0,2011,187300000.0,mr. popper's penguins,tt1396218,Mr. Popper's Penguins,Mr. Popper's Penguins,2011,94.0,"Comedy,Family,Fantasy",tt1396218,6.0,80540.0
Hugo,Par.,73900000.0,111900000.0,2011,185800000.0,hugo,tt0970179,Hugo,Hugo,2011,126.0,"Adventure,Drama,Family",tt0970179,7.5,284869.0
Hop,Uni.,108100000.0,75900000.0,2011,184000000.0,hop,tt1411704,Hop,Hop,2011,95.0,"Adventure,Animation,Comedy",tt1411704,5.4,28893.0
War Horse,BV,79900000.0,97700000.0,2011,177600000.0,war horse,tt1568911,War Horse,War Horse,2011,146.0,"Drama,History,War",tt1568911,7.2,136447.0
The Descendants,FoxS,82600000.0,94700000.0,2011,177300000.0,the descendants,tt1033575,The Descendants,The Descendants,2011,115.0,"Comedy,Drama",tt1033575,7.3,223464.0
Cowboys & Aliens,Uni.,100200000.0,74600000.0,2011,174800000.0,cowboys & aliens,tt0409847,Cowboys & Aliens,Cowboys & Aliens,2011,119.0,"Action,Sci-Fi,Thriller",tt0409847,6.0,195889.0
In Time,Fox,37500000.0,136400000.0,2011,173900000.0,in time,tt1637688,In Time,In Time,2011,109.0,"Action,Crime,Drama",tt1637688,6.7,346077.0
Zookeeper,Sony,80400000.0,89500000.0,2011,169900000.0,zookeeper,tt1222817,Zookeeper,Zookeeper,2011,102.0,"Comedy,Family,Romance",tt1222817,5.2,52396.0
The Muppets,BV,88600000.0,76600000.0,2011,165200000.0,the muppets,tt1204342,The Muppets,The Muppets,2011,103.0,"Adventure,Comedy,Family",tt1204342,7.1,82752.0
Limitless,Rela.,79200000.0,82600000.0,2011,161800000.0,limitless,tt1219289,Limitless,Limitless,2011,105.0,"Mystery,Sci-Fi,Thriller",tt1219289,7.4,492490.0
Johnny English Reborn,Uni.,8300000.0,151800000.0,2011,160100000.0,johnny english reborn,tt1634122,Johnny English Reborn,Johnny English Reborn,2011,101.0,"Action,Adventure,Comedy",tt1634122,6.3,110824.0
Final Destination 5,WB (NL),42600000.0,115300000.0,2011,157900000.0,final destination 5,tt1622979,Final Destination 5,Final Destination 5,2011,92.0,Horror,tt1622979,5.9,98061.0
Tower Heist,Uni.,78000000.0,74900000.0,2011,152900000.0,tower heist,tt0471042,Tower Heist,Tower Heist,2011,104.0,"Action,Comedy,Crime",tt0471042,6.2,125102.0
Midnight in Paris,SPC,56800000.0,94300000.0,2011,151100000.0,midnight in paris,tt1605783,Midnight in Paris,Midnight in Paris,2011,94.0,"Comedy,Fantasy,Romance",tt1605783,7.7,356500.0
Happy Feet Two,WB,64000000.0,86400000.0,2011,150400000.0,happy feet two,tt1402488,Happy Feet Two,Happy Feet Two,2011,100.0,"Adventure,Animation,Comedy",tt1402488,5.9,38396.0
I Am Number Four,BV,55100000.0,94800000.0,2011,149900000.0,i am number four,tt1464540,I Am Number Four,I Am Number Four,2011,111.0,"Action,Adventure,Sci-Fi",tt1464540,6.1,217762.0
Jack and Jill,Sony,74200000.0,75500000.0,2011,149700000.0,jack and jill,tt0810913,Jack and Jill,Jack and Jill,2011,91.0,Comedy,tt0810913,3.3,71361.0
Friends with Benefits,SGem,55800000.0,93700000.0,2011,149500000.0,friends with benefits,tt1632708,Friends with Benefits,Friends with Benefits,2011,109.0,"Comedy,Romance",tt1632708,6.6,317338.0
No Strings Attached,Par.,70700000.0,78600000.0,2011,149300000.0,no strings attached,tt1411238,No Strings Attached,No Strings Attached,2011,108.0,"Comedy,Romance",tt1411238,6.2,197663.0
Arthur Christmas,Sony,46500000.0,101000000.0,2011,147500000.0,arthur christmas,tt1430607,Arthur Christmas,Arthur Christmas,2011,97.0,"Adventure,Animation,Comedy",tt1430607,7.1,45439.0
Source Code,Sum.,54700000.0,92600000.0,2011,147300000.0,source code,tt0945513,Source Code,Source Code,2011,93.0,"Action,Drama,Sci-Fi",tt0945513,7.5,452036.0
"Crazy, Stupid, Love.",WB,84400000.0,58500000.0,2011,142900000.0,"crazy, stupid, love.",tt1570728,"Crazy, Stupid, Love.","Crazy, Stupid, Love.",2011,118.0,"Comedy,Drama,Romance",tt1570728,7.4,436830.0
New Year's Eve,WB (NL),54500000.0,87500000.0,2011,142000000.0,new year's eve,tt1598822,New Year's Eve,New Year's Eve,2011,113.0,"Comedy,Romance",tt1598822,5.7,76656.0
Contagion,WB,75700000.0,59800000.0,2011,135500000.0,contagion,tt1598778,Contagion,Contagion,2011,106.0,"Action,Drama,Thriller",tt1598778,6.6,201536.0
The Artist,Wein.,44700000.0,88800000.0,2011,133500000.0,the artist,tt1655442,The Artist,The Artist,2011,100.0,"Comedy,Drama,Romance",tt1655442,7.9,217184.0
The Artist,Wein.,44700000.0,88800000.0,2011,133500000.0,the artist,tt1825978,The Artist,The Artist,2011,100.0,Thriller,tt1825978,6.8,6.0
Unknown,WB,63700000.0,67099999.0,2011,130799999.0,unknown,tt1401152,Unknown,Unknown,2011,113.0,"Action,Mystery,Thriller",tt1401152,6.9,235167.0
The Adjustment Bureau,Uni.,62500000.0,65400000.0,2011,127900000.0,the adjustment bureau,tt1385826,The Adjustment Bureau,The Adjustment Bureau,2011,106.0,"Romance,Sci-Fi,Thriller",tt1385826,7.1,227616.0
We Bought a Zoo,Fox,75600000.0,44500000.0,2011,120100000.0,we bought a zoo,tt1389137,We Bought a Zoo,We Bought a Zoo,2011,124.0,"Comedy,Drama,Family",tt1389137,7.1,126849.0
Water for Elephants,Fox,58700000.0,58400000.0,2011,117100000.0,water for elephants,tt1067583,Water for Elephants,Water for Elephants,2011,120.0,"Drama,Romance",tt1067583,6.9,105812.0
The Iron Lady,Wein.,30000000.0,84900000.0,2011,114900000.0,the iron lady,tt1007029,The Iron Lady,The Iron Lady,2011,105.0,"Biography,Drama",tt1007029,6.4,96066.0
Moneyball,Sony,75600000.0,34600000.0,2011,110200000.0,moneyball,tt1210166,Moneyball,Moneyball,2011,133.0,"Biography,Drama,Sport",tt1210166,7.6,326657.0
Sanctum,Uni.,23200000.0,85400000.0,2011,108600000.0,sanctum,tt0881320,Sanctum,Sanctum,2011,108.0,"Adventure,Drama,Thriller",tt0881320,5.9,51318.0
Justin Bieber: Never Say Never,Par.,73000000.0,26000000.0,2011,99000000.0,justin bieber: never say never,tt1702443,Justin Bieber: Never Say Never,Justin Bieber: Never Say Never,2011,105.0,"Documentary,Music",tt1702443,1.6,74978.0
Paul,Uni.,37400000.0,60600000.0,2011,98000000.0,paul,tt1092026,Paul,Paul,2011,104.0,"Adventure,Comedy,Sci-Fi",tt1092026,7.0,220567.0
Scream 4,W/Dim.,38200000.0,59000000.0,2011,97200000.0,scream 4,tt1262416,Scream 4,Scream 4,2011,111.0,"Horror,Mystery",tt1262416,6.2,118779.0
The Rite,WB (NL),33000000.0,63000000.0,2011,96000000.0,the rite,tt1161864,The Rite,The Rite,2011,114.0,"Drama,Horror,Mystery",tt1161864,6.0,85604.0
Dolphin Tale,WB,72300000.0,23100000.0,2011,95400000.0,dolphin tale,tt1564349,Dolphin Tale,Dolphin Tale,2011,113.0,"Drama,Family",tt1564349,6.9,20746.0
Season of the Witch,Rela.,24800000.0,66800000.0,2011,91600000.0,season of the witch,tt0479997,Season of the Witch,Season of the Witch,2011,95.0,"Action,Adventure,Fantasy",tt0479997,5.4,85777.0
Sucker Punch,WB,36400000.0,53400000.0,2011,89800000.0,sucker punch,tt0978764,Sucker Punch,Sucker Punch,2011,110.0,"Action,Adventure,Fantasy",tt0978764,6.1,218371.0
Red Riding Hood,WB,37700000.0,51500000.0,2011,89200000.0,red riding hood,tt1486185,Red Riding Hood,Red Riding Hood,2011,100.0,"Fantasy,Horror,Mystery",tt1486185,5.5,102369.0
J. Edgar,WB,37300000.0,47600000.0,2011,84900000.0,j. edgar,tt1616195,J. Edgar,J. Edgar,2011,137.0,"Biography,Crime,Drama",tt1616195,6.6,115925.0
